price_log,gpu_tier,ram_gb,storage_gb,cpu_base_ghz,brand_Apple,resolution_norm,device_type_Laptop,form_factor_Gaming,release_year
6.95462932285073,0.0,0.0,0.0,0.14285714285714302,0,0.0,1,0,0.2857142857142776
6.797929252198363,0.0,0.0,0.0,0.4285714285714286,0,0.2592592592592593,0,0,0.2857142857142776
7.733241266318713,0.2,0.1764705882352941,0.0,0.4285714285714286,1,0.3251028806584362,1,0,0.8571428571428328
7.867101668891775,0.4000000000000001,0.1764705882352941,0.2,0.4285714285714286,1,0.0,1,0,1.0
7.567857437491872,0.6000000000000001,0.4117647058823529,0.2,0.8571428571428574,0,0.0,0,0,0.5714285714285552
7.851657286831111,0.4000000000000001,0.1764705882352941,0.06666666666666667,0.7142857142857142,1,0.2592592592592593,0,0,0.4285714285714448
7.668556435107782,0.4000000000000001,0.1764705882352941,0.06666666666666667,0.2857142857142856,0,1.0,1,0,0.0
7.1098712931042565,0.2,0.058823529411764705,0.2,0.4285714285714286,0,0.0,0,0,0.2857142857142776
7.262621588326931,0.2,0.058823529411764705,0.2,0.4285714285714286,0,1.0,0,0,0.4285714285714448
7.366438827195105,0.2,0.058823529411764705,0.06666666666666667,0.14285714285714302,1,0.0,1,0,0.7142857142857224
8.22362449339845,0.8,0.4117647058823529,0.2,0.4285714285714286,1,0.5,1,0,0.14285714285711038
7.178537855969544,0.4000000000000001,0.058823529411764705,0.0,0.4285714285714286,0,0.2592592592592593,0,0,0.7142857142857224
7.701647841836347,0.4000000000000001,0.1764705882352941,0.4666666666666667,0.4285714285714286,0,0.0,1,1,0.8571428571428328
7.313880169386086,0.0,0.0,0.2,0.2857142857142856,0,0.462962962962963,0,0,1.0
7.5862912335731325,0.4000000000000001,0.1764705882352941,0.2,0.4285714285714286,0,0.0,1,0,0.7142857142857224
7.440140808654843,0.4000000000000001,0.1764705882352941,0.2,0.2857142857142856,0,0.0,1,0,0.14285714285711038
7.502732695019838,0.4000000000000001,0.1764705882352941,0.2,0.7142857142857142,0,0.2592592592592593,0,0,0.2857142857142776
8.00902736059612,0.8,0.6470588235294117,0.0,0.5714285714285714,0,0.0,1,0,0.2857142857142776
7.090901495650648,0.0,0.0,0.06666666666666667,0.0,0,0.0,1,0,1.0
7.777788436971027,0.8,0.6470588235294117,0.4666666666666667,0.5714285714285714,0,0.0,1,0,1.0
7.692108775459081,0.6000000000000001,0.4117647058823529,0.06666666666666667,0.4285714285714286,0,0.0,1,1,0.4285714285714448
7.579673715825115,0.8,0.4117647058823529,0.0,0.7142857142857142,0,0.0,0,0,0.2857142857142776
7.425947701133658,0.4000000000000001,0.1764705882352941,0.06666666666666667,0.2857142857142856,0,0.3251028806584362,1,0,0.5714285714285552
7.466221835375318,0.6000000000000001,0.1764705882352941,0.06666666666666667,0.5714285714285714,0,1.0,0,0,0.4285714285714448
7.5496039019827865,0.4000000000000001,0.1764705882352941,0.2,0.2857142857142856,0,0.5,1,0,0.2857142857142776
7.323164117261619,0.2,0.058823529411764705,0.2,0.14285714285714302,0,0.0,1,0,0.4285714285714448
7.697116775946246,0.2,0.058823529411764705,0.0,0.2857142857142856,0,0.5,1,0,1.0
7.1499089868077395,0.0,0.0,0.2,0.14285714285714302,0,0.5,1,0,1.0
6.859604410419715,0.0,0.0,0.2,0.2857142857142856,0,0.2592592592592593,0,0,0.7142857142857224
7.800158973702881,0.6000000000000001,0.4117647058823529,0.06666666666666667,0.7142857142857142,0,0.2592592592592593,0,0,0.5714285714285552
7.172416902498312,0.0,0.0,0.06666666666666667,0.4285714285714286,0,0.2592592592592593,0,0,0.0
7.510972281539614,0.4000000000000001,0.1764705882352941,0.2,0.7142857142857142,0,0.2592592592592593,0,0,0.8571428571428328
8.208489028425126,1.0000000000000002,0.6470588235294117,0.4666666666666667,0.5714285714285714,1,1.0,1,0,0.5714285714285552
7.295728288465753,0.0,0.0,0.2,0.0,0,0.0,1,0,0.14285714285711038
7.66010960662748,0.2,0.058823529411764705,0.06666666666666667,0.14285714285714302,0,0.3251028806584362,1,0,0.8571428571428328
8.042053193585263,0.8,0.6470588235294117,0.0,0.7142857142857142,0,0.3251028806584362,1,0,0.5714285714285552
7.239207795003141,0.2,0.0,0.2,0.2857142857142856,0,0.0,0,0,0.14285714285711038
7.948381752784926,0.8,0.6470588235294117,0.2,0.7142857142857142,0,0.0,1,0,0.8571428571428328
7.187649605507402,0.2,0.058823529411764705,0.06666666666666667,0.4285714285714286,0,0.2592592592592593,0,0,0.4285714285714448
7.75918317046625,0.4000000000000001,0.1764705882352941,0.06666666666666667,0.2857142857142856,0,0.5,1,1,0.8571428571428328
7.973840932412587,0.6000000000000001,0.4117647058823529,0.4666666666666667,0.4285714285714286,1,0.0,1,0,0.7142857142857224
7.724442226710827,0.4000000000000001,0.1764705882352941,0.06666666666666667,0.4285714285714286,0,0.3251028806584362,1,0,0.7142857142857224
7.3375812373365585,0.2,0.058823529411764705,0.4666666666666667,0.5714285714285714,0,0.0,0,0,0.8571428571428328
7.890952975017068,1.0000000000000002,0.8823529411764706,0.0,0.7142857142857142,0,0.0,1,1,0.7142857142857224
8.016974448603788,1.0000000000000002,0.6470588235294117,1.0,0.8571428571428574,0,0.2592592592592593,0,0,0.5714285714285552
7.719125398426851,1.0000000000000002,0.6470588235294117,0.2,0.5714285714285714,0,0.0,1,1,0.8571428571428328
7.319858307270485,0.2,0.058823529411764705,0.06666666666666667,0.4285714285714286,0,0.0,0,0,1.0
7.970736935769696,0.4000000000000001,0.1764705882352941,0.2,0.4285714285714286,1,0.0,1,0,0.14285714285711038
7.726208239381788,0.4000000000000001,0.4117647058823529,0.4666666666666667,0.5714285714285714,0,0.5,1,0,0.5714285714285552
7.295728288465753,0.0,0.0,0.2,0.0,0,0.0,1,1,0.7142857142857224
7.752330865914459,1.0000000000000002,0.6470588235294117,0.2,0.5714285714285714,0,0.0,1,1,0.5714285714285552
7.152261025148315,0.2,0.058823529411764705,0.06666666666666667,0.4285714285714286,0,0.0,0,0,0.7142857142857224
7.3132137204014125,0.4000000000000001,0.1764705882352941,0.2,0.7142857142857142,0,0.0,0,0,0.8571428571428328
